Contact Name,ID,ID Type,TS Override
Region Muchen,26283,Group,2
Region Franken,26284,Group,2
Oberbayern,26285,Group,2
Coburg-Rennsteig,26286,Group,2
Allga-Bodensee,26287,Group,2
Region Bayern Ob,26288,Group,2
Oberpfalz,26289,Group,2
Frankenwelle,26290,Group,2
Weimar,26296,Group,2
Dresden,26297,Group,2
Thuingen,26298,Group,2
TAC 2,26299,Group,2
Sachsen-Erzgebir,26301,Group,2
Leipzig,26302,Group,2
OV D22 Soziale M,26322,Group,2
NI Ost,26331,Group,2
funkforum.com,26333,Group,2
afu38,26338,Group,2
Magdeburg,26339,Group,2
Paderborn,26345,Group,2
Ostwestfalen-Lip,26346,Group,2
IGA Rhein-Erft,26347,Group,2
Westmuensterland,26348,Group,2
Hochsauerland,26349,Group,2
Agfaa,26355,Group,2
Ulm / Donau,26370,Group,2
Schwarzwald-Baar,26371,Group,2
ARIG-MN,26374,Group,2
Bodensee-Obersch,26375,Group,2
Ortenau,26377,Group,2
Hochrhein,26379,Group,2
Schrobenhausen,26384,Group,2
Jura,26385,Group,2
Suedostbayern,26386,Group,2
Cham,26387,Group,2
Region Bayern Ch,26388,Group,2
Neumarkt,26390,Group,2
Metropolregion N,26391,Group,2
Raute,26395,Group,2
C4FM DL-Hamburg,26421,Group,2
DL-Nordwest,26429,Group,2
Eder-Lahn,26439,Group,2
Inselfreunde,26444,Group,2
Multibridge OWL,26446,Group,2
OWL-Talk,26447,Group,2
Nordharz,26538,Group,2
Germany DX,26577,Group,2
PT DMRNXDN PT,26810,Group,2
CU1-Sta.Maria Is,26861,Group,2
CU2-S.Miguel Isl,26862,Group,2
CU3-Terceira Isl,26863,Group,2
CU4-Graciosa Isl,26864,Group,2
CU5-S.Jorge Isl.,26865,Group,2
CU6-Pico Isl.,26866,Group,2
CU7-Faial Isl.,26867,Group,2
CU8-Flores Isl.,26868,Group,2
CU9-Corvo Isl.,26869,Group,2
LX ADRAD Test,27051,Group,2
XLX270 B,27062,Group,2
LX LARU On-Deman,27070,Group,2
LX LARU North,27071,Group,2
LX LARU Center,27072,Group,2
LX LARU South,27073,Group,2
LX LARU TS2,27077,Group,2
LX LARU EMCOMM,27079,Group,2
AREN logistics,27230,Group,2
SIRN Gateway,27240,Group,2
XLX 925 D,27247,Group,2
XLX 925 C,27248,Group,2
Connacht,27250,Group,2
Leinster,27251,Group,2
Munster,27252,Group,2
Ulster,27253,Group,2
Southern Ireland,27254,Group,2
Galway Digital R,27255,Group,2
EMF Camp Hub,27273,Group,2
AREN Tactical 1,27291,Group,2
Youth 1,28091,Group,2
Youth 2,28092,Group,2
XLX146,28096,Group,2
WiresX Cyprus,28097,Group,2
LZ0PLD-R,28430,Group,2
Multimode Turkey,28600,Group,2
Turkey Adana,28601,Group,2
Turkey Ankara,28606,Group,2
Turkey Antalya,28607,Group,2
Turkey Aydin,28609,Group,2
Turkey Bolu,28614,Group,2
Turkey Bursa,28616,Group,2
Turkey Canakkale,28617,Group,2
Erzurum,28625,Group,2
Turkey Gaziantep,28627,Group,2
Turkey Mersin,28633,Group,2
Turkey Istanbul,28634,Group,2
Turkey Izmir,28635,Group,2
Turkey Kocaeli,28641,Group,2
Turkey Manisa,28645,Group,2
Turkey K.Maras,28646,Group,2
Turkey Yalova,28677,Group,2
ANKA Arama Kurta,28695,Group,2
Bitola,29410,Group,2
Gevgelija,29411,Group,2
Kocani,29412,Group,2
Veles,29413,Group,2
Stip,29414,Group,2
Kavadarci,29415,Group,2
Debar,29416,Group,2
Resen,29417,Group,2
Negotino,29418,Group,2
Krusevo,29419,Group,2
Radovis,29420,Group,2
Berovo,29421,Group,2
Delcevo,29422,Group,2
Vinica,29423,Group,2
Kriva Palanka,29424,Group,2
Demir Hisar,29425,Group,2
Mavrovo National,29495,Group,2
Sport Weapons Hu,29496,Group,2
Traffic NAV Bord,29497,Group,2
Multilanguage,29498,Group,2
TechZone,29499,Group,2
